olid,orderid,productid,qty,lineprice,linetotal,builtdate,promisedate,deldate
47895,30304,10,1,995.00,995.00,,2022-10-28,
47896,30304,16,1,79.00,79.00,,2022-10-28,
47897,30304,14,1,449.00,449.00,,2022-10-28,
47898,30305,18,1,24995.00,24995.00,,2022-10-28,
47899,30305,10,1,995.00,995.00,,2022-10-28,
47900,30305,16,1,79.00,79.00,,2022-10-28,
47901,30305,14,1,449.00,449.00,,2022-10-28,
47902,30306,18,1,24995.00,24995.00,,2022-10-29,
47903,30306,13,7,4.95,34.65,,2022-10-29,
47904,30307,19,1,27995.00,27995.00,,2022-10-29,
47905,30307,10,1,995.00,995.00,,2022-10-29,
47906,30307,12,1,699.00,699.00,2022-10-29,
47907,30307,14,1,449.00,449.00,,2022-10-29,
47908,30308,18,1,24995.00,24995.00,,2022-10-29,
47909,30308,10,1,995.00,995.00,,2022-10-29,
47910,30308,16,1,79.00,79.00,,2022-10-29,
47911,30308,12,1,699.00,699.00,2022-10-29,
47912,30309,13,7,4.95,34.65,,,2022-07-01
47913,30310,19,1,27995.00,27995.00,,2022-10-29,
47914,30311,11,1,17995.00,17995.00,,2022-10-29,
47915,30311,16,1,79.00,79.00,,2022-10-29,
47916,30311,12,1,699.00,699.00,2022-10-29,
47917,30311,14,1,449.00,449.00,,2022-10-29,
47918,30311,15,1,995.00,995.00,,2022-10-29,
47919,30311,17,1,495.00,495.00,,2022-10-29,
47920,30312,13,6,4.95,29.70,,,2022-07-01
47921,30313,19,1,27995.00,27995.00,,2022-10-29,
47922,30313,16,1,79.00,79.00,,2022-10-29,
47923,30313,12,1,699.00,699.00,2022-10-29,
47924,30313,15,1,995.00,995.00,,2022-10-29,
47925,30313,17,1,495.00,495.00,,2022-10-29,
47926,30313,13,5,4.95,24.75,,2022-10-29,
47927,30314,11,1,17995.00,17995.00,,2022-10-29,
47928,30314,16,2,79.00,158.00,,2022-10-29,
47929,30314,12,1,699.00,699.00,2022-10-29,
47930,30314,14,1,449.00,449.00,,2022-10-29,
47931,30314,13,3,4.95,14.85,,2022-10-29,
47932,30315,18,1,24995.00,24995.00,,2022-10-29,
47933,30315,10,1,995.00,995.00,,2022-10-29,
47934,30315,12,1,699.00,699.00,2022-10-29,
47935,30316,18,1,24995.00,24995.00,,2022-10-29,
47936,30316,10,1,995.00,995.00,,2022-10-29,
47937,30316,16,1,79.00,79.00,,2022-10-29,
47938,30316,17,1,495.00,495.00,,2022-10-29,
47939,30316,13,6,4.95,29.70,,2022-10-29,
47940,30317,13,4,4.95,19.80,,,2022-07-01
47941,30318,11,1,17995.00,17995.00,,2022-10-29,
47942,30318,10,1,995.00,995.00,,2022-10-29,
47943,30318,14,1,449.00,449.00,,2022-10-29,
47944,30318,13,3,4.95,14.85,,2022-10-29,
47945,30319,11,1,17995.00,17995.00,,2022-10-29,
47946,30319,10,1,995.00,995.00,,2022-10-29,
47947,30319,16,1,79.00,79.00,,2022-10-29,
47948,30320,18,1,24995.00,24995.00,,2022-10-29,
47949,30320,15,1,995.00,995.00,,2022-10-29,
47950,30321,18,1,24995.00,24995.00,,2022-10-29,
47951,30321,10,1,995.00,995.00,,2022-10-29,
47952,30321,15,1,995.00,995.00,,2022-10-29,
47953,30321,13,6,4.95,29.70,,2022-10-29,
47954,30322,18,1,24995.00,24995.00,,2022-10-29,
47955,30322,15,1,995.00,995.00,,2022-10-29,
47956,30322,17,1,495.00,495.00,,2022-10-29,
47957,30323,19,1,27995.00,27995.00,,2022-10-29,
47958,30323,16,2,79.00,158.00,,2022-10-29,
47959,30323,14,1,449.00,449.00,,2022-10-29,
47960,30323,15,1,995.00,995.00,,2022-10-29,
47961,30324,18,1,24995.00,24995.00,,2022-10-30,
47962,30324,21,1,-750.00,-750.00,,2022-10-30,
47963,30324,10,1,995.00,995.00,,2022-10-30,
47964,30324,15,1,995.00,995.00,,2022-10-30,
47965,30325,18,1,24995.00,24995.00,,2022-10-30,
47966,30325,21,1,-750.00,-750.00,,2022-10-30,
47967,30325,10,1,995.00,995.00,,2022-10-30,
47968,30325,12,1,699.00,699.00,2022-10-30,
47969,30325,14,1,449.00,449.00,,2022-10-30,
47970,30325,17,1,495.00,495.00,,2022-10-30,
47971,30326,18,1,24995.00,24995.00,,2022-10-30,
47972,30326,21,1,-750.00,-750.00,,2022-10-30,
47973,30326,14,1,449.00,449.00,,2022-10-30,
47974,30326,15,1,995.00,995.00,,2022-10-30,
47975,30327,11,1,17995.00,17995.00,,2022-10-30,
47976,30327,21,1,-100.00,-100.00,,2022-10-30,
47977,30327,16,1,79.00,79.00,,2022-10-30,
47978,30327,13,1,4.95,4.95,,2022-10-30,
47979,30328,18,1,24995.00,24995.00,,2022-10-30,
47980,30328,21,1,-750.00,-750.00,,2022-10-30,
47981,30328,10,1,995.00,995.00,,2022-10-30,
47982,30328,16,1,79.00,79.00,,2022-10-30,
47983,30328,13,4,4.95,19.80,,2022-10-30,
47984,30329,18,1,24995.00,24995.00,,2022-10-30,
47985,30329,21,1,-750.00,-750.00,,2022-10-30,
47986,30329,10,1,995.00,995.00,,2022-10-30,
47987,30329,16,2,79.00,158.00,,2022-10-30,
47988,30329,12,1,699.00,699.00,2022-10-30,
47989,30329,14,1,449.00,449.00,,2022-10-30,
47990,30330,18,1,24995.00,24995.00,,2022-10-30,
47991,30330,21,1,-750.00,-750.00,,2022-10-30,
47992,30330,10,1,995.00,995.00,,2022-10-30,
47993,30330,16,1,79.00,79.00,,2022-10-30,
47994,30330,17,1,495.00,495.00,,2022-10-30,
47995,30330,13,5,4.95,24.75,,2022-10-30,
47996,30331,19,1,27995.00,27995.00,,2022-10-30,
47997,30331,21,1,-1250.00,-1250.00,,2022-10-30,
47998,30331,12,1,699.00,699.00,2022-10-30,
47999,30331,14,1,449.00,449.00,,2022-10-30,
48000,30332,18,1,24995.00,24995.00,,2022-10-30,
48001,30332,21,1,-750.00,-750.00,,2022-10-30,
48002,30332,10,1,995.00,995.00,,2022-10-30,
48003,30332,14,1,449.00,449.00,,2022-10-30,
48004,30332,13,4,4.95,19.80,,2022-10-30,
48005,30333,18,1,24995.00,24995.00,,2022-10-30,
48006,30333,21,1,-750.00,-750.00,,2022-10-30,
48007,30333,16,2,79.00,158.00,,2022-10-30,
48008,30333,14,1,449.00,449.00,,2022-10-30,
48009,30334,18,1,24995.00,24995.00,,2022-10-30,
48010,30334,21,1,-750.00,-750.00,,2022-10-30,
48011,30334,16,1,79.00,79.00,,2022-10-30,
48012,30334,14,1,449.00,449.00,,2022-10-30,
48013,30334,15,1,995.00,995.00,,2022-10-30,
48014,30335,19,1,27995.00,27995.00,,2022-10-30,
48015,30335,21,1,-1250.00,-1250.00,,2022-10-30,
48016,30335,14,1,449.00,449.00,,2022-10-30,
48017,30336,19,1,27995.00,27995.00,,2022-10-30,
48018,30336,21,1,-1250.00,-1250.00,,2022-10-30,
48019,30336,12,1,699.00,699.00,2022-10-30,
48020,30336,14,1,449.00,449.00,,2022-10-30,
48021,30336,15,1,995.00,995.00,,2022-10-30,
48022,30337,18,1,24995.00,24995.00,,2022-10-30,
48023,30337,21,1,-750.00,-750.00,,2022-10-30,
48024,30337,10,1,995.00,995.00,,2022-10-30,
48025,30337,16,2,79.00,158.00,,2022-10-30,
48026,30337,15,1,995.00,995.00,,2022-10-30,
48027,30337,17,1,495.00,495.00,,2022-10-30,
48028,30338,11,1,17995.00,17995.00,,2022-10-30,
48029,30338,21,1,-100.00,-100.00,,2022-10-30,
48030,30338,16,1,79.00,79.00,,2022-10-30,
48031,30339,13,7,4.95,34.65,,,2022-07-02
48032,30339,16,1,79.00,79.00,,,2022-07-02
48033,30340,18,1,24995.00,24995.00,,2022-10-30,
48034,30340,21,1,-750.00,-750.00,,2022-10-30,
48035,30340,14,1,449.00,449.00,,2022-10-30,
48036,30340,17,1,495.00,495.00,,2022-10-30,
48037,30341,18,1,24995.00,24995.00,,2022-10-30,
48038,30341,21,1,-750.00,-750.00,,2022-10-30,
48039,30341,12,1,699.00,699.00,2022-10-30,
48040,30342,11,1,17995.00,17995.00,,2022-10-30,
48041,30342,21,1,-100.00,-100.00,,2022-10-30,
48042,30342,10,1,995.00,995.00,,2022-10-30,
48043,30342,14,1,449.00,449.00,,2022-10-30,
48044,30342,15,1,995.00,995.00,,2022-10-30,
48045,30342,13,3,4.95,14.85,,2022-10-30,
48046,30343,18,1,24995.00,24995.00,,2022-10-30,
48047,30343,21,1,-750.00,-750.00,,2022-10-30,
48048,30343,10,1,995.00,995.00,,2022-10-30,
48049,30343,16,1,79.00,79.00,,2022-10-30,
48050,30344,18,1,24995.00,24995.00,,2022-10-30,
48051,30344,21,1,-750.00,-750.00,,2022-10-30,
48052,30344,10,1,995.00,995.00,,2022-10-30,
48053,30344,17,1,495.00,495.00,,2022-10-30,
48054,30345,18,1,24995.00,24995.00,,2022-10-30,
48055,30345,21,1,-750.00,-750.00,,2022-10-30,
48056,30345,10,1,995.00,995.00,,2022-10-30,
48057,30345,16,1,79.00,79.00,,2022-10-30,
48058,30345,12,1,699.00,699.00,2022-10-30,
48059,30345,13,3,4.95,14.85,,2022-10-30,
48060,30346,16,1,79.00,79.00,,,2022-07-02
48061,30347,18,1,24995.00,24995.00,,2022-10-30,
48062,30347,21,1,-750.00,-750.00,,2022-10-30,
48063,30347,10,1,995.00,995.00,,2022-10-30,
48064,30347,12,1,699.00,699.00,2022-10-30,
48065,30347,14,1,449.00,449.00,,2022-10-30,
48066,30347,13,4,4.95,19.80,,2022-10-30,
48067,30348,11,1,17995.00,17995.00,,2022-10-30,
48068,30348,21,1,-100.00,-100.00,,2022-10-30,
48069,30348,16,2,79.00,158.00,,2022-10-30,
48070,30348,12,1,699.00,699.00,2022-10-30,
48071,30348,14,1,449.00,449.00,,2022-10-30,
48072,30349,18,1,24995.00,24995.00,,2022-10-30,
48073,30349,21,1,-750.00,-750.00,,2022-10-30,
48074,30349,14,1,449.00,449.00,,2022-10-30,
48075,30349,13,6,4.95,29.70,,2022-10-30,
48076,30350,11,1,17995.00,17995.00,,2022-10-31,
48077,30350,21,1,-100.00,-100.00,,2022-10-31,
48078,30350,16,1,79.00,79.00,,2022-10-31,
48079,30350,14,1,449.00,449.00,,2022-10-31,
48080,30350,13,3,4.95,14.85,,2022-10-31,
48081,30351,19,1,27995.00,27995.00,,2022-10-31,
48082,30351,21,1,-1250.00,-1250.00,,2022-10-31,
48083,30351,14,1,449.00,449.00,,2022-10-31,
48084,30351,15,1,995.00,995.00,,2022-10-31,
48085,30352,18,1,24995.00,24995.00,,2022-10-31,
48086,30352,21,1,-750.00,-750.00,,2022-10-31,
48087,30352,10,1,995.00,995.00,,2022-10-31,
48088,30352,16,1,79.00,79.00,,2022-10-31,
48089,30352,15,1,995.00,995.00,,2022-10-31,
48090,30352,13,4,4.95,19.80,,2022-10-31,
48091,30353,11,1,17995.00,17995.00,,2022-10-31,
48092,30353,21,1,-100.00,-100.00,,2022-10-31,
48093,30353,10,1,995.00,995.00,,2022-10-31,
48094,30353,12,1,699.00,699.00,2022-10-31,
48095,30354,18,1,24995.00,24995.00,,2022-10-31,
48096,30354,21,1,-750.00,-750.00,,2022-10-31,
48097,30354,16,1,79.00,79.00,,2022-10-31,
48098,30354,14,1,449.00,449.00,,2022-10-31,
48099,30354,17,1,495.00,495.00,,2022-10-31,
48100,30355,13,2,4.95,9.90,,,2022-07-03
48101,30356,11,1,17995.00,17995.00,,2022-10-31,
48102,30356,21,1,-100.00,-100.00,,2022-10-31,
48103,30356,12,1,699.00,699.00,2022-10-31,
48104,30357,19,1,27995.00,27995.00,,2022-10-31,
48105,30357,21,1,-1250.00,-1250.00,,2022-10-31,
48106,30357,10,1,995.00,995.00,,2022-10-31,
48107,30357,16,1,79.00,79.00,,2022-10-31,
48108,30358,18,1,24995.00,24995.00,,2022-10-31,
48109,30358,21,1,-750.00,-750.00,,2022-10-31,
48110,30358,10,1,995.00,995.00,,2022-10-31,
48111,30358,16,1,79.00,79.00,,2022-10-31,
48112,30358,13,6,4.95,29.70,,2022-10-31,
48113,30359,11,1,17995.00,17995.00,,2022-10-31,
48114,30359,21,1,-100.00,-100.00,,2022-10-31,
48115,30359,10,1,995.00,995.00,,2022-10-31,
48116,30360,18,1,24995.00,24995.00,,2022-10-31,
48117,30360,21,1,-750.00,-750.00,,2022-10-31,
48118,30360,16,1,79.00,79.00,,2022-10-31,
48119,30360,14,1,449.00,449.00,,2022-10-31,
48120,30360,13,2,4.95,9.90,,2022-10-31,
48121,30361,19,1,27995.00,27995.00,,2022-10-31,
48122,30361,21,1,-1250.00,-1250.00,,2022-10-31,
48123,30361,10,1,995.00,995.00,,2022-10-31,
48124,30361,14,1,449.00,449.00,,2022-10-31,
48125,30361,15,1,995.00,995.00,,2022-10-31,
48126,30361,13,7,4.95,34.65,,2022-10-31,
48127,30362,11,1,17995.00,17995.00,,2022-10-31,
48128,30362,21,1,-100.00,-100.00,,2022-10-31,
48129,30362,16,1,79.00,79.00,,2022-10-31,
48130,30362,14,1,449.00,449.00,,2022-10-31,
48131,30363,19,1,27995.00,27995.00,,2022-10-31,
48132,30363,21,1,-1250.00,-1250.00,,2022-10-31,
48133,30363,10,1,995.00,995.00,,2022-10-31,
48134,30363,12,1,699.00,699.00,2022-10-31,
48135,30363,14,1,449.00,449.00,,2022-10-31,
48136,30363,13,7,4.95,34.65,,2022-10-31,
48137,30364,19,1,27995.00,27995.00,,2022-10-31,
48138,30364,21,1,-1250.00,-1250.00,,2022-10-31,
48139,30364,12,1,699.00,699.00,2022-10-31,
48140,30364,14,1,449.00,449.00,,2022-10-31,
48141,30364,15,1,995.00,995.00,,2022-10-31,
48142,30364,13,5,4.95,24.75,,2022-10-31,
48143,30365,16,1,79.00,79.00,,,2022-07-03
48144,30366,19,1,27995.00,27995.00,,2022-10-31,
48145,30366,21,1,-1250.00,-1250.00,,2022-10-31,
48146,30366,16,2,79.00,158.00,,2022-10-31,
48147,30366,12,1,699.00,699.00,2022-10-31,
48148,30366,14,1,449.00,449.00,,2022-10-31,
48149,30366,17,1,495.00,495.00,,2022-10-31,
48150,30366,13,4,4.95,19.80,,2022-10-31,
48151,30367,19,1,27995.00,27995.00,,2022-10-31,
48152,30367,21,1,-1250.00,-1250.00,,2022-10-31,
48153,30367,16,1,79.00,79.00,,2022-10-31,
48154,30368,19,1,27995.00,27995.00,,2022-10-31,
48155,30368,21,1,-1250.00,-1250.00,,2022-10-31,
48156,30369,19,1,27995.00,27995.00,,2022-10-31,
48157,30369,21,1,-1250.00,-1250.00,,2022-10-31,
48158,30369,16,1,79.00,79.00,,2022-10-31,
48159,30369,14,1,449.00,449.00,,2022-10-31,
48160,30369,17,1,495.00,495.00,,2022-10-31,
48161,30370,11,1,17995.00,17995.00,,2022-10-31,
48162,30370,21,1,-100.00,-100.00,,2022-10-31,
48163,30370,16,1,79.00,79.00,,2022-10-31,
48164,30370,14,1,449.00,449.00,,2022-10-31,
48165,30371,19,1,27995.00,27995.00,,2022-10-31,
48166,30371,21,1,-1250.00,-1250.00,,2022-10-31,
48167,30371,10,1,995.00,995.00,,2022-10-31,
48168,30372,13,6,4.95,29.70,,,2022-07-03
48169,30372,16,1,79.00,79.00,,,2022-07-03
48170,30373,19,1,27995.00,27995.00,,2022-10-31,
48171,30373,21,1,-1250.00,-1250.00,,2022-10-31,
48172,30373,14,1,449.00,449.00,,2022-10-31,
48173,30373,15,1,995.00,995.00,,2022-10-31,
48174,30373,17,1,495.00,495.00,,2022-10-31,
48175,30373,13,3,4.95,14.85,,2022-10-31,
48176,30374,18,1,24995.00,24995.00,,2022-10-31,
48177,30374,21,1,-750.00,-750.00,,2022-10-31,
48178,30374,10,1,995.00,995.00,,2022-10-31,
48179,30374,16,1,79.00,79.00,,2022-10-31,
48180,30374,14,1,449.00,449.00,,2022-10-31,
48181,30375,19,1,27995.00,27995.00,,2022-10-31,
48182,30375,21,1,-1250.00,-1250.00,,2022-10-31,
48183,30375,13,3,4.95,14.85,,2022-10-31,
48184,30376,19,1,27995.00,27995.00,,2022-10-31,
48185,30376,21,1,-1250.00,-1250.00,,2022-10-31,
48186,30376,10,1,995.00,995.00,,2022-10-31,
48187,30376,14,1,449.00,449.00,,2022-10-31,
48188,30377,14,1,449.00,449.00,,,2022-07-03
48189,30378,11,1,17995.00,17995.00,,2022-10-31,
48190,30378,21,1,-100.00,-100.00,,2022-10-31,
48191,30378,10,1,995.00,995.00,,2022-10-31,
48192,30378,15,1,995.00,995.00,,2022-10-31,
48193,30378,13,4,4.95,19.80,,2022-10-31,
48194,30379,18,1,24995.00,24995.00,,2022-11-01,
48195,30379,21,1,-750.00,-750.00,,2022-11-01,
48196,30379,12,1,699.00,699.00,2022-11-01,
48197,30379,13,2,4.95,9.90,,2022-11-01,
48198,30380,18,1,24995.00,24995.00,,2022-11-01,
48199,30380,21,1,-750.00,-750.00,,2022-11-01,
48200,30380,10,1,995.00,995.00,,2022-11-01,
48201,30380,14,1,449.00,449.00,,2022-11-01,
48202,30380,17,1,495.00,495.00,,2022-11-01,
48203,30380,13,3,4.95,14.85,,2022-11-01,
48204,30381,19,1,27995.00,27995.00,,2022-11-01,
48205,30381,21,1,-1250.00,-1250.00,,2022-11-01,
48206,30381,10,1,995.00,995.00,,2022-11-01,
48207,30381,16,1,79.00,79.00,,2022-11-01,
48208,30381,14,1,449.00,449.00,,2022-11-01,
48209,30381,15,1,995.00,995.00,,2022-11-01,
48210,30382,19,1,27995.00,27995.00,,2022-11-01,
48211,30382,21,1,-1250.00,-1250.00,,2022-11-01,
48212,30382,10,1,995.00,995.00,,2022-11-01,
48213,30382,14,1,449.00,449.00,,2022-11-01,
48214,30382,15,1,995.00,995.00,,2022-11-01,
48215,30382,13,5,4.95,24.75,,2022-11-01,
48216,30383,14,1,449.00,449.00,,,2022-07-04
48217,30384,11,1,17995.00,17995.00,,2022-11-01,
48218,30384,21,1,-100.00,-100.00,,2022-11-01,
48219,30384,10,1,995.00,995.00,,2022-11-01,
48220,30384,16,1,79.00,79.00,,2022-11-01,
48221,30384,13,7,4.95,34.65,,2022-11-01,
48222,30385,11,1,17995.00,17995.00,,2022-11-01,
48223,30385,21,1,-100.00,-100.00,,2022-11-01,
48224,30385,10,1,995.00,995.00,,2022-11-01,
48225,30385,16,1,79.00,79.00,,2022-11-01,
48226,30385,15,1,995.00,995.00,,2022-11-01,
48227,30385,13,5,4.95,24.75,,2022-11-01,
48228,30386,16,1,79.00,79.00,,,2022-07-04
48229,30387,18,1,24995.00,24995.00,,2022-11-01,
48230,30387,21,1,-750.00,-750.00,,2022-11-01,
48231,30388,11,1,17995.00,17995.00,,2022-11-01,
48232,30388,21,1,-100.00,-100.00,,2022-11-01,
48233,30388,10,1,995.00,995.00,,2022-11-01,
48234,30388,16,1,79.00,79.00,,2022-11-01,
48235,30388,14,1,449.00,449.00,,2022-11-01,
48236,30388,15,1,995.00,995.00,,2022-11-01,
48237,30388,17,1,495.00,495.00,,2022-11-01,
48238,30388,13,5,4.95,24.75,,2022-11-01,
48239,30389,11,1,17995.00,17995.00,,2022-11-02,
48240,30389,14,1,449.00,449.00,,2022-11-02,
48241,30390,19,1,27995.00,27995.00,,2022-11-02,
48242,30390,13,3,4.95,14.85,,2022-11-02,
48243,30391,19,1,27995.00,27995.00,,2022-11-02,
48244,30391,13,5,4.95,24.75,,2022-11-02,
48245,30392,11,1,17995.00,17995.00,,2022-11-02,
48246,30392,12,1,699.00,699.00,2022-11-02,
48247,30393,11,1,17995.00,17995.00,,2022-11-02,
48248,30393,16,1,79.00,79.00,,2022-11-02,
48249,30393,12,1,699.00,699.00,2022-11-02,
48250,30393,14,1,449.00,449.00,,2022-11-02,
48251,30394,19,1,27995.00,27995.00,,2022-11-02,
48252,30394,10,1,995.00,995.00,,2022-11-02,
48253,30394,16,1,79.00,79.00,,2022-11-02,
48254,30394,14,1,449.00,449.00,,2022-11-02,
48255,30394,13,4,4.95,19.80,,2022-11-02,
48256,30395,18,1,24995.00,24995.00,,2022-11-02,
48257,30395,15,1,995.00,995.00,,2022-11-02,
48258,30396,13,4,4.95,19.80,,,2022-07-05
48259,30397,18,1,24995.00,24995.00,,2022-11-02,
48260,30397,10,1,995.00,995.00,,2022-11-02,
48261,30397,16,1,79.00,79.00,,2022-11-02,
48262,30397,13,2,4.95,9.90,,2022-11-02,
48263,30398,11,1,17995.00,17995.00,,2022-11-02,
48264,30398,13,2,4.95,9.90,,2022-11-02,
48265,30399,11,1,17995.00,17995.00,,2022-11-02,
48266,30399,16,1,79.00,79.00,,2022-11-02,
48267,30399,13,2,4.95,9.90,,2022-11-02,
48268,30400,11,1,17995.00,17995.00,,2022-11-02,
48269,30400,16,1,79.00,79.00,,2022-11-02,
48270,30401,11,1,17995.00,17995.00,,2022-11-02,
48271,30401,16,1,79.00,79.00,,2022-11-02,
48272,30401,15,1,995.00,995.00,,2022-11-02,
48273,30402,19,1,27995.00,27995.00,,2022-11-03,
48274,30402,12,1,699.00,699.00,2022-11-03,
48275,30403,11,1,17995.00,17995.00,,2022-11-03,
48276,30403,16,3,79.00,237.00,,2022-11-03,
48277,30403,12,1,699.00,699.00,2022-11-03,
48278,30403,14,1,449.00,449.00,,2022-11-03,
48279,30404,11,1,17995.00,17995.00,,2022-11-03,
48280,30404,16,1,79.00,79.00,,2022-11-03,
48281,30405,19,1,27995.00,27995.00,,2022-11-03,
48282,30405,10,1,995.00,995.00,,2022-11-03,
48283,30405,14,1,449.00,449.00,,2022-11-03,
48284,30405,17,1,495.00,495.00,,2022-11-03,
48285,30406,11,1,17995.00,17995.00,,2022-11-03,
48286,30406,16,1,79.00,79.00,,2022-11-03,
48287,30406,15,1,995.00,995.00,,2022-11-03,
48288,30406,17,1,495.00,495.00,,2022-11-03,
48289,30407,14,1,449.00,449.00,,,2022-07-06
48290,30408,18,1,24995.00,24995.00,,2022-11-03,
48291,30408,16,1,79.00,79.00,,2022-11-03,
48292,30409,19,1,27995.00,27995.00,,2022-11-03,
48293,30409,10,1,995.00,995.00,,2022-11-03,
48294,30410,19,1,27995.00,27995.00,,2022-11-03,
48295,30410,16,1,79.00,79.00,,2022-11-03,
48296,30410,12,1,699.00,699.00,2022-11-03,
48297,30411,11,1,17995.00,17995.00,,2022-11-03,
48298,30411,10,1,995.00,995.00,,2022-11-03,
48299,30411,16,1,79.00,79.00,,2022-11-03,
48300,30411,13,5,4.95,24.75,,2022-11-03,
48301,30412,19,1,27995.00,27995.00,,2022-11-03,
48302,30412,16,2,79.00,158.00,,2022-11-03,
48303,30412,12,1,699.00,699.00,2022-11-03,
48304,30412,15,1,995.00,995.00,,2022-11-03,
48305,30412,13,4,4.95,19.80,,2022-11-03,
48306,30413,19,1,27995.00,27995.00,,2022-11-03,
48307,30413,12,1,699.00,699.00,2022-11-03,
48308,30413,14,1,449.00,449.00,,2022-11-03,
48309,30413,15,1,995.00,995.00,,2022-11-03,
48310,30414,13,3,4.95,14.85,,,2022-07-06
48311,30414,16,1,79.00,79.00,,,2022-07-06
48312,30415,11,1,17995.00,17995.00,,2022-11-04,
48313,30415,10,1,995.00,995.00,,2022-11-04,
48314,30415,12,1,699.00,699.00,2022-11-04,
48315,30415,14,1,449.00,449.00,,2022-11-04,
48316,30416,18,1,24995.00,24995.00,,2022-11-04,
48317,30416,17,1,495.00,495.00,,2022-11-04,
48318,30417,11,1,17995.00,17995.00,,2022-11-04,
48319,30417,16,1,79.00,79.00,,2022-11-04,
48320,30417,15,1,995.00,995.00,,2022-11-04,
48321,30418,18,1,24995.00,24995.00,,2022-11-05,
48322,30418,10,1,995.00,995.00,,2022-11-05,
48323,30418,16,1,79.00,79.00,,2022-11-05,
48324,30418,13,4,4.95,19.80,,2022-11-05,
48325,30419,11,1,17995.00,17995.00,,2022-11-05,
48326,30419,16,1,79.00,79.00,,2022-11-05,
48327,30419,14,1,449.00,449.00,,2022-11-05,
48328,30420,18,1,24995.00,24995.00,,2022-11-05,
48329,30420,10,1,995.00,995.00,,2022-11-05,
48330,30420,17,1,495.00,495.00,,2022-11-05,
48331,30421,18,1,24995.00,24995.00,,2022-11-05,
48332,30421,15,1,995.00,995.00,,2022-11-05,
48333,30421,13,4,4.95,19.80,,2022-11-05,
48334,30422,11,1,17995.00,17995.00,,2022-11-05,
48335,30422,16,1,79.00,79.00,,2022-11-05,
48336,30422,12,1,699.00,699.00,2022-11-05,
48337,30423,19,1,27995.00,27995.00,,2022-11-05,
48338,30423,12,1,699.00,699.00,2022-11-05,
48339,30424,11,1,17995.00,17995.00,,2022-11-05,
48340,30424,12,1,699.00,699.00,2022-11-05,
48341,30425,19,1,27995.00,27995.00,,2022-11-05,
48342,30425,12,1,699.00,699.00,2022-11-05,
48343,30425,13,2,4.95,9.90,,2022-11-05,
48344,30426,11,1,17995.00,17995.00,,2022-11-05,
48345,30426,16,3,79.00,237.00,,2022-11-05,
48346,30426,12,1,699.00,699.00,2022-11-05,
48347,30426,13,6,4.95,29.70,,2022-11-05,
48348,30427,18,1,24995.00,24995.00,,2022-11-05,
48349,30427,10,1,995.00,995.00,,2022-11-05,
48350,30427,16,2,79.00,158.00,,2022-11-05,
48351,30427,12,1,699.00,699.00,2022-11-05,
48352,30427,17,1,495.00,495.00,,2022-11-05,
48353,30427,13,2,4.95,9.90,,2022-11-05,
48354,30428,11,1,17995.00,17995.00,,2022-11-06,
48355,30428,16,1,79.00,79.00,,2022-11-06,
48356,30428,12,1,699.00,699.00,2022-11-06,
48357,30428,15,1,995.00,995.00,,2022-11-06,
48358,30428,13,3,4.95,14.85,,2022-11-06,
48359,30429,19,1,27995.00,27995.00,,2022-11-06,
48360,30429,10,1,995.00,995.00,,2022-11-06,
48361,30429,17,1,495.00,495.00,,2022-11-06,
48362,30429,13,2,4.95,9.90,,2022-11-06,
48363,30430,19,1,27995.00,27995.00,,2022-11-06,
48364,30430,13,6,4.95,29.70,,2022-11-06,
48365,30431,11,1,17995.00,17995.00,,2022-11-06,
48366,30431,16,1,79.00,79.00,,2022-11-06,
48367,30431,14,1,449.00,449.00,,2022-11-06,
48368,30431,15,1,995.00,995.00,,2022-11-06,
48369,30432,18,1,24995.00,24995.00,,2022-11-06,
48370,30432,10,1,995.00,995.00,,2022-11-06,
48371,30432,16,1,79.00,79.00,,2022-11-06,
48372,30432,13,5,4.95,24.75,,2022-11-06,
48373,30433,11,1,17995.00,17995.00,,2022-11-06,
48374,30433,16,1,79.00,79.00,,2022-11-06,
48375,30433,14,1,449.00,449.00,,2022-11-06,
48376,30434,18,1,24995.00,24995.00,,2022-11-06,
48377,30434,10,1,995.00,995.00,,2022-11-06,
48378,30434,16,1,79.00,79.00,,2022-11-06,
48379,30434,14,1,449.00,449.00,,2022-11-06,
48380,30434,13,4,4.95,19.80,,2022-11-06,
48381,30435,18,1,24995.00,24995.00,,2022-11-06,
48382,30435,16,1,79.00,79.00,,2022-11-06,
48383,30435,12,1,699.00,699.00,2022-11-06,
48384,30435,15,1,995.00,995.00,,2022-11-06,
48385,30436,18,1,24995.00,24995.00,,2022-11-06,
48386,30436,10,1,995.00,995.00,,2022-11-06,
48387,30436,16,1,79.00,79.00,,2022-11-06,
48388,30436,12,1,699.00,699.00,2022-11-06,
48389,30436,15,1,995.00,995.00,,2022-11-06,
48390,30437,11,1,17995.00,17995.00,,2022-11-06,
48391,30437,10,1,995.00,995.00,,2022-11-06,
48392,30437,16,1,79.00,79.00,,2022-11-06,
48393,30437,13,6,4.95,29.70,,2022-11-06,
48394,30438,18,1,24995.00,24995.00,,2022-11-06,
48395,30438,10,1,995.00,995.00,,2022-11-06,
48396,30438,13,4,4.95,19.80,,2022-11-06,
48397,30439,13,3,4.95,14.85,,,2022-07-09
48398,30440,18,1,24995.00,24995.00,,2022-11-06,
